config,group,case_count,hit_at_1,hit_at_3,hit_at_5,hit_at_10,mrr,recall_at_1,recall_at_3,recall_at_5,recall_at_10,precision_at_1,precision_at_3,precision_at_5,precision_at_10,ragas_id_context_precision,ragas_id_context_recall,mean_latency_ms,p95_latency_ms
bm25_current,question_type:monitoring,2,0.5,0.5,1.0,1.0,0.6,0.5,0.5,1.0,1.0,0.5,0.16666666666666666,0.2,0.1,0.1,1.0,1.1142499997731647,1.1489449995679024
bm25_current,question_type:negative_out_of_scope,0,,,,,,,,,,,,,,,,0.9008181817658955,1.1979999999311985
bm25_current,question_type:paraphrase,6,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.3277777777777778,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.16666666666666666,0.1111111111111111,0.10000000000000002,0.08333333333333333,0.08333333333333333,0.8333333333333334,1.2729166666455665,2.428749999808133
bm25_current,question_type:preparation,10,0.3,0.6,0.7,1.0,0.4926190476190476,0.3,0.55,0.7,0.95,0.3,0.2,0.16,0.11000000000000001,0.11000000000000001,0.95,1.189270000122633,1.5906850002465944
bm25_current,question_type:procedure,6,0.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.2638888888888889,0.0,0.21428571428571427,0.4880952380952381,0.6428571428571429,0.0,0.16666666666666666,0.20000000000000004,0.16666666666666666,0.16666666666666666,0.6428571428571429,1.0026285715087266,2.090200000384356
bm25_current,question_type:product_specific,18,0.2222222222222222,0.5555555555555556,0.7777777777777778,0.8888888888888888,0.44999999999999996,0.19444444444444445,0.5,0.6666666666666666,0.8055555555555556,0.2222222222222222,0.2037037037037037,0.16666666666666666,0.10555555555555557,0.10555555555555557,0.8055555555555556,0.8435555555984643,1.238799999237017
bm25_current,question_type:temporal,18,0.6111111111111112,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6759259259259259,0.4444444444444444,0.6666666666666666,0.6944444444444444,0.75,0.6111111111111112,0.2962962962962963,0.1888888888888889,0.10555555555555557,0.10555555555555557,0.75,0.9744666665230599,1.4625799994519173
e5_large,diagnostic:colloquial,15,0.6,0.8,0.8,0.9333333333333333,0.7222222222222222,0.5333333333333333,0.7,0.7666666666666667,0.9333333333333333,0.6,0.28888888888888886,0.2,0.12666666666666668,0.12666666666666668,0.9333333333333333,200.65186000010726,284.5159300004525
e5_large,diagnostic:exact_medical_or_product_term,15,0.4666666666666667,0.8,0.8,0.8666666666666667,0.6222222222222222,0.43333333333333335,0.7333333333333333,0.7333333333333333,0.8666666666666667,0.4666666666666667,0.28888888888888886,0.17333333333333334,0.11333333333333334,0.11333333333333334,0.8666666666666667,179.888953333284,241.30459000025434
e5_large,diagnostic:long_natural_language,3,0.3333333333333333,1.0,1.0,1.0,0.5555555555555555,0.047619047619047616,0.7142857142857143,0.7619047619047619,0.7619047619047619,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.7619047619047619,165.6823000002987,207.63743000097747
e5_large,diagnostic:numeric_or_time,11,0.45454545454545453,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6212121212121212,0.4090909090909091,0.7272727272727273,0.7727272727272727,0.8181818181818182,0.45454545454545453,0.303030303030303,0.2,0.10909090909090911,0.10909090909090911,0.8181818181818182,177.8465999999422,254.63005000028716
e5_large,diagnostic:paraphrase,6,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.625,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.2222222222222222,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.8333333333333334,193.20853333374544,211.58152500061078
e5_large,diagnostic:procedure,6,0.5,1.0,1.0,1.0,0.7222222222222222,0.19047619047619047,0.6309523809523809,0.7619047619047619,0.8095238095238094,0.5,0.38888888888888884,0.3333333333333333,0.20000000000000004,0.20000000000000004,0.8095238095238094,186.21545714319967,225.26172000061706
e5_large,diagnostic:product_specific,18,0.5555555555555556,0.8333333333333334,0.8888888888888888,0.9444444444444444,0.6990740740740741,0.4444444444444444,0.75,0.8055555555555556,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.21111111111111114,0.12222222222222223,0.12222222222222223,0.8888888888888888,174.5574444443668,227.50807500015063
